Accession,Phages/Bacteria,Dataset type
KX266407,Phages,Training
KX266410,Phages,Training
KX266411,Phages,Training
KX266412,Phages,Training
KX266413,Phages,Training
KX266414,Phages,Training
KX266415,Phages,Training
KX266416,Phages,Training
KX266417,Phages,Training
KX266418,Phages,Training
KX266419,Phages,Training
KX266422,Phages,Training
KX266423,Phages,Training
KX266424,Phages,Training
KX266425,Phages,Training
KX266427,Phages,Training
KX266430,Phages,Training
KX266431,Phages,Training
KX266432,Phages,Training
KX266433,Phages,Training
KX266434,Phages,Training
KX266435,Phages,Training
KX266436,Phages,Training
KX266437,Phages,Training
KX266438,Phages,Training
KX266439,Phages,Training
KX266440,Phages,Training
KX266441,Phages,Training
KX266443,Phages,Training
KX266445,Phages,Training
KX266446,Phages,Training
KX266447,Phages,Training
KX266448,Phages,Training
KX266449,Phages,Training
KX266450,Phages,Training
KX266453,Phages,Training
KX266454,Phages,Training
KX266455,Phages,Training
KX266456,Phages,Training
KX266457,Phages,Training
KX266459,Phages,Training
KX266461,Phages,Training
KX266462,Phages,Training
KX266463,Phages,Training
KX266464,Phages,Training
KX266466,Phages,Training
KX266468,Phages,Training
KX266469,Phages,Training
KX266470,Phages,Training
KX266471,Phages,Training
KX266472,Phages,Training
KX266473,Phages,Training
KX266474,Phages,Training
KX266475,Phages,Training
KX266477,Phages,Training
KX266478,Phages,Training
KX266479,Phages,Training
KX266481,Phages,Training
KX266483,Phages,Training
KX266484,Phages,Training
KX266486,Phages,Training
KX266488,Phages,Training
KX266489,Phages,Training
KX266490,Phages,Training
KX266491,Phages,Training
KX266492,Phages,Training
KX266493,Phages,Training
KX266494,Phages,Training
KX266495,Phages,Training
KX266496,Phages,Training
KX266497,Phages,Training
KX266498,Phages,Training
KX266499,Phages,Training
KX266500,Phages,Training
KX266501,Phages,Training
KX266502,Phages,Training
KX266503,Phages,Training
KX266504,Phages,Training
KX266505,Phages,Training
KX266506,Phages,Training
KX266507,Phages,Training
KX266508,Phages,Training
KX266509,Phages,Training
KX266511,Phages,Training
KX266512,Phages,Training
KX266513,Phages,Training
KX266514,Phages,Training
KX266515,Phages,Training
KX266516,Phages,Training
KX266518,Phages,Training
KX266519,Phages,Training
KX266520,Phages,Training
KX266521,Phages,Training
KX266522,Phages,Training
KX266523,Phages,Training
KX266524,Phages,Training
KX266525,Phages,Training
KX266526,Phages,Training
KX266527,Phages,Training
KX266529,Phages,Training
KX266530,Phages,Training
KX266532,Phages,Training
KX266533,Phages,Training
KX266534,Phages,Training
KX266535,Phages,Training
KX266536,Phages,Training
KX266537,Phages,Training
KX266538,Phages,Training
KX266539,Phages,Training
KX266540,Phages,Training
KX266541,Phages,Training
KX266542,Phages,Training
KX266543,Phages,Training
KX266545,Phages,Training
KX266546,Phages,Training
KX266549,Phages,Training
KX266550,Phages,Training
KX266552,Phages,Training
KX266556,Phages,Training
KX266557,Phages,Training
KX266559,Phages,Training
KX266560,Phages,Training
KX266561,Phages,Training
KX266562,Phages,Training
KX266563,Phages,Training
KX266564,Phages,Training
KX266565,Phages,Training
KX266566,Phages,Training
KX266568,Phages,Training
KX266569,Phages,Training
KX266570,Phages,Training
KX266572,Phages,Training
KX266574,Phages,Training
KX266575,Phages,Training
KX266576,Phages,Training
KX266577,Phages,Training
KX266579,Phages,Training
KX266582,Phages,Training
KX266583,Phages,Training
KX266584,Phages,Training
KX266585,Phages,Training
KX266586,Phages,Training
KX266587,Phages,Training
KX266588,Phages,Training
KX266589,Phages,Training
KX266590,Phages,Training
KX266591,Phages,Training
KX266594,Phages,Training
KX266595,Phages,Training
KX266596,Phages,Training
KX266597,Phages,Training
KX266599,Phages,Training
KX266600,Phages,Training
KX266601,Phages,Training
KX266603,Phages,Training
KX266604,Phages,Training
KX266605,Phages,Training
KX266606,Phages,Training
KX266607,Phages,Training
KX266608,Phages,Training
KX266609,Phages,Training
KX266610,Phages,Training
KX266611,Phages,Training
KX266613,Phages,Training
KX266614,Phages,Training
KX266616,Phages,Training
KX266617,Phages,Training
KX266618,Phages,Training
KX266619,Phages,Training
KX266620,Phages,Training
KX266621,Phages,Training
KX266623,Phages,Training
KX266624,Phages,Training
KX266625,Phages,Training
KX266626,Phages,Training
KX266627,Phages,Training
KX266628,Phages,Training
KX266629,Phages,Training
KX266630,Phages,Training
KX266631,Phages,Training
KX266633,Phages,Training
KX266635,Phages,Training
KX266637,Phages,Training
KX268652,Phages,Training
KX278418,Phages,Training
KX284704,Phages,Training
KX344445,Phages,Training
KX346236,Phages,Training
KX346239,Phages,Training
KX346240,Phages,Training
KX346241,Phages,Training
KX346243,Phages,Training
KX346244,Phages,Training
KX346245,Phages,Training
KX346246,Phages,Training
KX346247,Phages,Training
KX346248,Phages,Training
KX346249,Phages,Training
KX346250,Phages,Training
KX349226,Phages,Training
KX349227,Phages,Training
KX349228,Phages,Training
KX349230,Phages,Training
KX349232,Phages,Training
KX349233,Phages,Training
KX349235,Phages,Training
KX349236,Phages,Training
KX349237,Phages,Training
KX349238,Phages,Training
KX349240,Phages,Training
KX349241,Phages,Training
KX349242,Phages,Training
KX349244,Phages,Training
KX349245,Phages,Training
KX349247,Phages,Training
KX349248,Phages,Training
KX349249,Phages,Training
KX349250,Phages,Training
KX349251,Phages,Training
KX349252,Phages,Training
KX349253,Phages,Training
KX349254,Phages,Training
KX349255,Phages,Training
KX349256,Phages,Training
KX349257,Phages,Training
KX349258,Phages,Training
KX349259,Phages,Training
KX349262,Phages,Training
KX349263,Phages,Training
KX349264,Phages,Training
KX349266,Phages,Training
KX349268,Phages,Training
KX349269,Phages,Training
KX349270,Phages,Training
KX349271,Phages,Training
KX349272,Phages,Training
KX349273,Phages,Training
KX349275,Phages,Training
KX349276,Phages,Training
KX349278,Phages,Training
KX349280,Phages,Training
KX349281,Phages,Training
KX349282,Phages,Training
KX349283,Phages,Training
KX349284,Phages,Training
KX349285,Phages,Training
KX349286,Phages,Training
KX349287,Phages,Training
KX349288,Phages,Training
KX349289,Phages,Training
KX349290,Phages,Training
KX349900,Phages,Training
KX349901,Phages,Training
KX349902,Phages,Training
KX349903,Phages,Training
KX365748,Phages,Training
KX369583,Phages,Training
KX369584,Phages,Training
KX369585,Phages,Training
KX373685,Phages,Training
KX373686,Phages,Training
KX373687,Phages,Training
KX373688,Phages,Training
KX373689,Phages,Training
KX373690,Phages,Training
KX373691,Phages,Training
KX373692,Phages,Training
KX375815,Phages,Training
KX377933,Phages,Training
KX379665,Phages,Training
KX379666,Phages,Training
KX379667,Phages,Training
KX379668,Phages,Training
KX379669,Phages,Training
KX379671,Phages,Training
KX379672,Phages,Training
KX379673,Phages,Training
KX397280,Phages,Training
KX397364,Phages,Training
KX397366,Phages,Training
KX397367,Phages,Training
KX397368,Phages,Training
KX397369,Phages,Training
KX397370,Phages,Training
KX397371,Phages,Training
KX397372,Phages,Training
KX397373,Phages,Training
KX405002,Phages,Training
KX405003,Phages,Training
KX431559,Phages,Training
KX431560,Phages,Training
KX431888,Phages,Training
KX438380,Phages,Training
KX443326,Phages,Training
KX443552,Phages,Training
KX443695,Phages,Training
KX443696,Phages,Training
KX449361,Phages,Training
KX449362,Phages,Training
KX449363,Phages,Training
KX456206,Phages,Training
KX456207,Phages,Training
KX456208,Phages,Training
KX456210,Phages,Training
KX456211,Phages,Training
KX456212,Phages,Training
KX456213,Phages,Training
KX458236,Phages,Training
KX458237,Phages,Training
KX458241,Phages,Training
KX495186,Phages,Training
KX507045,Phages,Training
KX507046,Phages,Training
KX507344,Phages,Training
KX507345,Phages,Training
KX507361,Phages,Training
KX507362,Phages,Training
KX513864,Phages,Training
KX513865,Phages,Training
KX513868,Phages,Training
KX513869,Phages,Training
KX513870,Phages,Training
KX513872,Phages,Training
KX513873,Phages,Training
KX513874,Phages,Training
KX513875,Phages,Training
KX513877,Phages,Training
KX522565,Phages,Training
KX522649,Phages,Training
KX522650,Phages,Training
KX522943,Phages,Training
KX523125,Phages,Training
KX523699,Phages,Training
KX532239,Phages,Training
KX534335,Phages,Training
KX534336,Phages,Training
KX534338,Phages,Training
KX534341,Phages,Training
KX544844,Phages,Training
KX544848,Phages,Training
KX550065,Phages,Training
KX550082,Phages,Training
KX550441,Phages,Training
KX550442,Phages,Training
KX550443,Phages,Training
KX552041,Phages,Training
KX555527,Phages,Training
KX557234,Phages,Training
KX557274,Phages,Training
KX557276,Phages,Training
KX557277,Phages,Training
KX557278,Phages,Training
KX557279,Phages,Training
KX557280,Phages,Training
KX557282,Phages,Training
KX557283,Phages,Training
KX557284,Phages,Training
KX557285,Phages,Training
KX557286,Phages,Training
KX557287,Phages,Training
KX557288,Phages,Training
KX574454,Phages,Training
KX574455,Phages,Training
KX576640,Phages,Training
KX576641,Phages,Training
KX576642,Phages,Training
KX576643,Phages,Training
KX576646,Phages,Training
KX576647,Phages,Training
KX578042,Phages,Training
KX578043,Phages,Training
KX578044,Phages,Training
KX578071,Phages,Training
KX578271,Phages,Training
KX579975,Phages,Training
KX580961,Phages,Training
KX581091,Phages,Training
KX581092,Phages,Training
KX581093,Phages,Training
KX581094,Phages,Training
KX581095,Phages,Training
KX581096,Phages,Training
KX581099,Phages,Training
KX581100,Phages,Training
KX585251,Phages,Training
KX585253,Phages,Training
KX587949,Phages,Training
KX592589,Phages,Training
KX610764,Phages,Training
KX610765,Phages,Training
KX611831,Phages,Training
KX619650,Phages,Training
KX620749,Phages,Training
KX620750,Phages,Training
KX620752,Phages,Training
KX620753,Phages,Training
KX620754,Phages,Training
KX620786,Phages,Training
KX621004,Phages,Training
KX621005,Phages,Training
KX621007,Phages,Training
KX636165,Phages,Training
KX640831,Phages,Training
KX641260,Phages,Training
KX641261,Phages,Training
KX641262,Phages,Training
KX641263,Phages,Training
KX641265,Phages,Training
KX641266,Phages,Training
KX648373,Phages,Training
KX648391,Phages,Training
KX657793,Phages,Training
KX657794,Phages,Training
KX657795,Phages,Training
KX657796,Phages,Training
KX664447,Phages,Training
KX664455,Phages,Training
KX669227,Phages,Training
KX669658,Phages,Training
KX670786,Phages,Training
KX670787,Phages,Training
KX670788,Phages,Training
KX670789,Phages,Training
KX670790,Phages,Training
KX670828,Phages,Training
KX674064,Phages,Training
KX674066,Phages,Training
KX674067,Phages,Training
KX683292,Phages,Training
KX683293,Phages,Training
KX683423,Phages,Training
KX683875,Phages,Training
KX683876,Phages,Training
KX688047,Phages,Training
KX688102,Phages,Training
KX688103,Phages,Training
KX689784,Phages,Training
KX702320,Phages,Training
KX712071,Phages,Training
KX712236,Phages,Training
KX712237,Phages,Training
KX721256,Phages,Training
KX756572,Phages,Training
KX758538,Phages,Training
KX758539,Phages,Training
KX764643,Phages,Training
KX764644,Phages,Training
KX764645,Phages,Training
KX765862,Phages,Training
KX765863,Phages,Training
KX774321,Phages,Training
KX774374,Phages,Training
KX776161,Phages,Training
KX808129,Phages,Training
KX808130,Phages,Training
KX808131,Phages,Training
KX815270,Phages,Training
KX815338,Phages,Training
KX817173,Phages,Training
KX817174,Phages,Training
KX826077,Phages,Training
KX827368,Phages,Training
KX827369,Phages,Training
KX827370,Phages,Training
KX827371,Phages,Training
KX831080,Phages,Training
KX834009,Phages,Training
KX845404,Phages,Training
KX855961,Phages,Training
KX855962,Phages,Training
KX856662,Phages,Training
KX879602,Phages,Training
KX879627,Phages,Training
KX879641,Phages,Training
KX879643,Phages,Training
KX879752,Phages,Training
KX889068,Phages,Training
KX898399,Phages,Training
KX898400,Phages,Training
KX905134,Phages,Training
KX905135,Phages,Training
KX911187,Phages,Training
KX925554,Phages,Training
KX961385,Phages,Training
KX961629,Phages,Training
KX961632,Phages,Training
KX965989,Phages,Training
KX987127,Phages,Training
KX987158,Phages,Training
KY000003,Phages,Training
KY000079,Phages,Training
KY000080,Phages,Training
KY000081,Phages,Training
KY000082,Phages,Training
KY000218,Phages,Training
KY000219,Phages,Training
KY000221,Phages,Training
KY002061,Phages,Training
KY006474,Phages,Training
KY006853,Phages,Training
KY014601,Phages,Training
KY040275,Phages,Training
KY040277,Phages,Training
KY045851,Phages,Training
KY056619,Phages,Training
KY056620,Phages,Training
KY065148,Phages,Training
KY065149,Phages,Training
KY065449,Phages,Training
KY065450,Phages,Training
KY065451,Phages,Training
KY065452,Phages,Training
KY065453,Phages,Training
KY065454,Phages,Training
KY065455,Phages,Training
KY065456,Phages,Training
KY065457,Phages,Training
KY065459,Phages,Training
KY065461,Phages,Training
KY065462,Phages,Training
KY065463,Phages,Training
KY065465,Phages,Training
KY065467,Phages,Training
KY065469,Phages,Training
KY065470,Phages,Training
KY065471,Phages,Training
KY065472,Phages,Training
KY065473,Phages,Training
KY065474,Phages,Training
KY065475,Phages,Training
KY065476,Phages,Training
KY065478,Phages,Training
KY065480,Phages,Training
KY065482,Phages,Training
KY065483,Phages,Training
KY065484,Phages,Training
KY065485,Phages,Training
KY065486,Phages,Training
KY065488,Phages,Training
KY065489,Phages,Training
KY065490,Phages,Training
KY065491,Phages,Training
KY065492,Phages,Training
KY065493,Phages,Training
KY065494,Phages,Training
KY065495,Phages,Training
KY065496,Phages,Training
KY065497,Phages,Training
KY065498,Phages,Training
KY065499,Phages,Training
KY065501,Phages,Training
KY065502,Phages,Training
KY065503,Phages,Training
KY065505,Phages,Training
KY073123,Phages,Training
KY073228,Phages,Training
KY073338,Phages,Training
KY082667,Phages,Training
KY083058,Phages,Training
KY083059,Phages,Training
KY083060,Phages,Training
KY083061,Phages,Training
KY083062,Phages,Training
KY084243,Phages,Training
KY087898,Phages,Training
KY087992,Phages,Training
KY087993,Phages,Training
KY092479,Phages,Training
KY092480,Phages,Training
KY092481,Phages,Training
KY092482,Phages,Training
KY092483,Phages,Training
KY092484,Phages,Training
KY114934,Phages,Training
KY117485,Phages,Training
KY124276,Phages,Training
KY130461,Phages,Training
KY176369,Phages,Training
KY197768,Phages,Training
KY203335,Phages,Training
KY204245,Phages,Training
KY204247,Phages,Training
KY204248,Phages,Training
KY204251,Phages,Training
KY206887,Phages,Training
KY210139,Phages,Training
KY223999,Phages,Training
KY224000,Phages,Training
KY224001,Phages,Training
KY229234,Phages,Training
KY229235,Phages,Training
KY250034,Phages,Training
KY250035,Phages,Training
KY250482,Phages,Training
KY268295,Phages,Training
KY268296,Phages,Training
KY271395,Phages,Training
KY271396,Phages,Training
KY271397,Phages,Training
KY271398,Phages,Training
KY271399,Phages,Training
KY271400,Phages,Training
KY271401,Phages,Training
KY271402,Phages,Training
KY290756,Phages,Training
KY290948,Phages,Training
KY290949,Phages,Training
KY290950,Phages,Training
KY290951,Phages,Training
KY290952,Phages,Training
KY290953,Phages,Training
KY290954,Phages,Training
KY290955,Phages,Training
KY290956,Phages,Training
KY290958,Phages,Training
KY290975,Phages,Training
KY295891,Phages,Training
KY295892,Phages,Training
KY295893,Phages,Training
KY295894,Phages,Training
KY295895,Phages,Training
KY295896,Phages,Training
KY295897,Phages,Training
KY295898,Phages,Training
KY295899,Phages,Training
KY296500,Phages,Training
KY296501,Phages,Training
KY303907,Phages,Training
KY318515,Phages,Training
KY319168,Phages,Training
KY349816,Phages,Training
KY363359,Phages,Training
KY363465,Phages,Training
KY368639,Phages,Training
KY368640,Phages,Training
KY379511,Phages,Training
KY379853,Phages,Training
KY380102,Phages,Training
KY381600,Phages,Training
KY385382,Phages,Training
KY385383,Phages,Training
KY385423,Phages,Training
KY389063,Phages,Training
KY389064,Phages,Training
KY389315,Phages,Training
KY389316,Phages,Training
KY398841,Phages,Training
KY417925,Phages,Training
KY420199,Phages,Training
KY434670,Phages,Training
KY442063,Phages,Training
KY448244,Phages,Training
KY464836,Phages,Training
KY464936,Phages,Training
KY471266,Phages,Training
KY471267,Phages,Training
KY471268,Phages,Training
KY471269,Phages,Training
KY471386,Phages,Training
KY471460,Phages,Training
KY472224,Phages,Training
KY514264,Phages,Training
KY514265,Phages,Training
KY523104,Phages,Training
KY549152,Phages,Training
KY549153,Phages,Training
KY549154,Phages,Training
KY549155,Phages,Training
KY549443,Phages,Training
KY549659,Phages,Training
KY554760,Phages,Training
KY554761,Phages,Training
KY554763,Phages,Training
KY554764,Phages,Training
KY554765,Phages,Training
KY554767,Phages,Training
KY554769,Phages,Training
KY554771,Phages,Training
KY554772,Phages,Training
KY554773,Phages,Training
KY554774,Phages,Training
KY554775,Phages,Training
KY554776,Phages,Training
KY554777,Phages,Training
KY555142,Phages,Training
KY555144,Phages,Training
KY555145,Phages,Training
KY555146,Phages,Training
KY565347,Phages,Training
KY566218,Phages,Training
KY581279,Phages,Training
KY593455,Phages,Training
KY606587,Phages,Training
KY612839,Phages,Training
KY613597,Phages,Training
KY618819,Phages,Training
KY619305,Phages,Training
KY620117,Phages,Training
KY622015,Phages,Training
KY624610,Phages,Training
KY624611,Phages,Training
KY624613,Phages,Training
KY624616,Phages,Training
KY626162,Phages,Training
KY626163,Phages,Training
KY626176,Phages,Training
KY626177,Phages,Training
KY629563,Phages,Training
KY629621,Phages,Training
KY630163,Phages,Training
KY630187,Phages,Training
KY652723,Phages,Training
KY652724,Phages,Training
KY652725,Phages,Training
KY652726,Phages,Training
KY653116,Phages,Training
KY653117,Phages,Training
KY653118,Phages,Training
KY653120,Phages,Training
KY653121,Phages,Training
KY653122,Phages,Training
KY653123,Phages,Training
KY653125,Phages,Training
KY653126,Phages,Training
KY653127,Phages,Training
KY653128,Phages,Training
KY653129,Phages,Training
KY653237,Phages,Training
KY654690,Phages,Training
KY657202,Phages,Training
KY658673,Phages,Training
KY658674,Phages,Training
KY658675,Phages,Training
KY658676,Phages,Training
KY658677,Phages,Training
KY658678,Phages,Training
KY658679,Phages,Training
KY658680,Phages,Training
KY661963,Phages,Training
KY676784,Phages,Training
KY677846,Phages,Training
KY683735,Phages,Training
KY683736,Phages,Training
KY684082,Phages,Training
KY694971,Phages,Training
KY695153,Phages,Training
KY697807,Phages,Training
KY702574,Phages,Training
KY703222,Phages,Training
KY705253,Phages,Training
KY705254,Phages,Training
KY705255,Phages,Training
KY705257,Phages,Training
KY705258,Phages,Training
KY705259,Phages,Training
KY705260,Phages,Training
KY705262,Phages,Training
KY705263,Phages,Training
KY705265,Phages,Training
KY705266,Phages,Training
KY705267,Phages,Training
KY705268,Phages,Training
KY705269,Phages,Training
KY705270,Phages,Training
KY705272,Phages,Training
KY705273,Phages,Training
KY705274,Phages,Training
KY705275,Phages,Training
KY705276,Phages,Training
KY705277,Phages,Training
KY705278,Phages,Training
KY705279,Phages,Training
KY705280,Phages,Training
KY705281,Phages,Training
KY705282,Phages,Training
KY705283,Phages,Training
KY705284,Phages,Training
KY705285,Phages,Training
KY705286,Phages,Training
KY705287,Phages,Training
KY705288,Phages,Training
KY705409,Phages,Training
KY707339,Phages,Training
KY709296,Phages,Training
KY709687,Phages,Training
KY742649,Phages,Training
KY744240,Phages,Training
KY744566,Phages,Training
KY770860,Phages,Training
KY779848,Phages,Training
KY779849,Phages,Training
KY780482,Phages,Training
KY783914,Phages,Training
KY787212,Phages,Training
KY787213,Phages,Training
KY794642,Phages,Training
KY798120,Phages,Training
KY798121,Phages,Training
KY821088,Phages,Training
KY829116,Phages,Training
KY853667,Phages,Training
KY860935,Phages,Training
KY883634,Phages,Training
KY883636,Phages,Training
KY883637,Phages,Training
KY883639,Phages,Training
KY883642,Phages,Training
KY883643,Phages,Training
KY883644,Phages,Training
KY883646,Phages,Training
KY883647,Phages,Training
KY883649,Phages,Training
KY883650,Phages,Training
KY883651,Phages,Training
KY883655,Phages,Training
KY883657,Phages,Training
KY888143,Phages,Training
KY888680,Phages,Training
KY888882,Phages,Training
KY914485,Phages,Training
KY921761,Phages,Training
KY926698,Phages,Training
KY926699,Phages,Training
KY926792,Phages,Training
KY926793,Phages,Training
KY938558,Phages,Training
KY939598,Phages,Training
KY940711,Phages,Training
KY942056,Phages,Training
KY945355,Phages,Training
KY947509,Phages,Training
KY951963,Phages,Training
KY951964,Phages,Training
KY962008,Phages,Training
KY963369,Phages,Training
KY963370,Phages,Training
KY963371,Phages,Training
KY963424,Phages,Training
KY965063,Phages,Training
KY965065,Phages,Training
KY965066,Phages,Training
KY965444,Phages,Training
KY971609,Phages,Training
KY971611,Phages,Training
KY979109,Phages,Training
KY979132,Phages,Training
KY979235,Phages,Training
KY979236,Phages,Training
KY979238,Phages,Training
KY979239,Phages,Training
KY979240,Phages,Training
KY979241,Phages,Training
KY979242,Phages,Training
KY979243,Phages,Training
KY979244,Phages,Training
KY979245,Phages,Training
KY979246,Phages,Training
KY979247,Phages,Training
KY981271,Phages,Training
KY984068,Phages,Training
KY992520,Phages,Training
KY994101,Phages,Training
L06183,Phages,Training
L13696,Phages,Training
L22579,Phages,Training
L33180,Phages,Training
L41843,Phages,Training
L48605,Phages,Training
LC035386,Phages,Training
LC063634,Phages,Training
LC064302,Phages,Training
LC066596,Phages,Training
LC105987,Phages,Training
LC105988,Phages,Training
LC105989,Phages,Training
LC105990,Phages,Training
LC168164,Phages,Training
LC210520,Phages,Training
LC333428,Phages,Training
LC348379,Phages,Training
LC373201,Phages,Training
LC375533,Phages,Training
LC413193,Phages,Training
LC413194,Phages,Training
LC413195,Phages,Training
LC472881,Phages,Training
LC472882,Phages,Training
LC472883,Phages,Training
LC472884,Phages,Training
LC473039,Phages,Training
LC494302,Phages,Training
LK392619,Phages,Training
LK985322,Phages,Training
LN610572,Phages,Training
LN610573,Phages,Training
LN610574,Phages,Training
LN610575,Phages,Training
LN610576,Phages,Training
LN610577,Phages,Training
LN610578,Phages,Training
LN610579,Phages,Training
LN610580,Phages,Training
LN610581,Phages,Training
LN610582,Phages,Training
LN610583,Phages,Training
LN610584,Phages,Training
LN610586,Phages,Training
LN610587,Phages,Training
LN610588,Phages,Training
LN610590,Phages,Training
LN681534,Phages,Training
LN681536,Phages,Training
LN681537,Phages,Training
LN681538,Phages,Training
LN681539,Phages,Training
LN681540,Phages,Training
LN681541,Phages,Training
LN681542,Phages,Training
LN828717,Phages,Training
LN866626,Phages,Training
LN881725,Phages,Training
LN881726,Phages,Training
LN881727,Phages,Training
LN881728,Phages,Training
LN881729,Phages,Training
LN881731,Phages,Training
LN881732,Phages,Training
LN881733,Phages,Training
LN881735,Phages,Training
LN881736,Phages,Training
LN881737,Phages,Training
LN898172,Phages,Training
LR031359,Phages,Training
M11912,Phages,Training
M12921,Phages,Training
M14428,Phages,Training
M14431,Phages,Training
M14782,Phages,Training
M17461,Phages,Training
M17462,Phages,Training
M17988,Phages,Training
M19377,Phages,Training
M23775,Phages,Training
M25640,Phages,Training
M57538,Phages,Training
MF001356,Phages,Training
MF001357,Phages,Training
MF001358,Phages,Training
MF001361,Phages,Training
MF001362,Phages,Training
MF001363,Phages,Training
MF001364,Phages,Training
MF001365,Phages,Training
MF001366,Phages,Training
MF001367,Phages,Training
MF033347,Phages,Training
MF033348,Phages,Training
MF033349,Phages,Training
MF033351,Phages,Training
MF036690,Phages,Training
MF036691,Phages,Training
MF036692,Phages,Training
MF038790,Phages,Training
MF038791,Phages,Training
MF041990,Phages,Training
MF042361,Phages,Training
MF044457,Phages,Training
MF044458,Phages,Training
MF063068,Phages,Training
MF072690,Phages,Training
MF074189,Phages,Training
MF093736,Phages,Training
MF101922,Phages,Training
MF133445,Phages,Training
MF133446,Phages,Training
MF140397,Phages,Training
MF140398,Phages,Training
MF140399,Phages,Training
MF140400,Phages,Training
MF140401,Phages,Training
MF140403,Phages,Training
MF140404,Phages,Training
MF140405,Phages,Training
MF140406,Phages,Training
MF140407,Phages,Training
MF140408,Phages,Training
MF140409,Phages,Training
MF140410,Phages,Training
MF140411,Phages,Training
MF140412,Phages,Training
MF140415,Phages,Training
MF140416,Phages,Training
MF140417,Phages,Training
MF140419,Phages,Training
MF140420,Phages,Training
MF140422,Phages,Training
MF140423,Phages,Training
MF140425,Phages,Training
MF140426,Phages,Training
MF140427,Phages,Training
MF140428,Phages,Training
MF140429,Phages,Training
MF140431,Phages,Training
MF140432,Phages,Training
MF140433,Phages,Training
MF140434,Phages,Training
MF141539,Phages,Training
MF153391,Phages,Training
MF155889,Phages,Training
MF155936,Phages,Training
MF155946,Phages,Training
MF155947,Phages,Training
MF156577,Phages,Training
MF156578,Phages,Training
MF156580,Phages,Training
MF158036,Phages,Training
MF158038,Phages,Training
MF158039,Phages,Training
MF158040,Phages,Training
MF158043,Phages,Training
MF158044,Phages,Training
MF161328,Phages,Training
MF172979,Phages,Training
MF185717,Phages,Training
MF185718,Phages,Training
MF185719,Phages,Training
MF185720,Phages,Training
MF185721,Phages,Training
MF185722,Phages,Training
MF185723,Phages,Training
MF185724,Phages,Training
MF185725,Phages,Training
MF185726,Phages,Training
MF185727,Phages,Training
MF185728,Phages,Training
MF185730,Phages,Training
MF185733,Phages,Training
MF188997,Phages,Training
MF189170,Phages,Training
MF189171,Phages,Training
MF189173,Phages,Training
MF189174,Phages,Training
MF189175,Phages,Training
MF189177,Phages,Training
MF189178,Phages,Training
MF197383,Phages,Training
MF276773,Phages,Training
MF281061,Phages,Training
MF285615,Phages,Training
MF285617,Phages,Training
MF285618,Phages,Training
MF285619,Phages,Training
MF285620,Phages,Training
MF288917,Phages,Training
MF288918,Phages,Training
MF288919,Phages,Training
MF288922,Phages,Training
MF319184,Phages,Training
MF324898,Phages,Training
MF324899,Phages,Training
MF324903,Phages,Training
MF324904,Phages,Training
MF324905,Phages,Training
MF324908,Phages,Training
MF324909,Phages,Training
MF324910,Phages,Training
MF324911,Phages,Training
MF324913,Phages,Training
MF324914,Phages,Training
MF327003,Phages,Training
MF327004,Phages,Training
MF327006,Phages,Training
MF327007,Phages,Training
MF327008,Phages,Training
MF327009,Phages,Training
MF346584,Phages,Training
MF346933,Phages,Training
MF347636,Phages,Training
MF347637,Phages,Training
MF347638,Phages,Training
MF351863,Phages,Training
MF356679,Phages,Training
MF358541,Phages,Training
MF358542,Phages,Training
MF360957,Phages,Training
MF361639,Phages,Training
MF370225,Phages,Training
MF370965,Phages,Training
MF373841,Phages,Training
MF373842,Phages,Training
MF375456,Phages,Training
MF377441,Phages,Training
MF377442,Phages,Training
MF385016,Phages,Training
MF402939,Phages,Training
MF403005,Phages,Training
MF403006,Phages,Training
MF403007,Phages,Training
MF403008,Phages,Training
MF403009,Phages,Training
MF405094,Phages,Training
MF405918,Phages,Training
MF407276,Phages,Training
MF415410,Phages,Training
MF415412,Phages,Training
MF422185,Phages,Training
MF428478,Phages,Training
MF428479,Phages,Training
MF431615,Phages,Training
MF431616,Phages,Training
MF431617,Phages,Training
MF431730,Phages,Training
MF431734,Phages,Training
MF431735,Phages,Training
MF431737,Phages,Training
MF431738,Phages,Training
MF431739,Phages,Training
MF443119,Phages,Training
MF443120,Phages,Training
MF443122,Phages,Training
MF443123,Phages,Training
MF443124,Phages,Training
MF443125,Phages,Training
MF443126,Phages,Training
MF448555,Phages,Training
MF448556,Phages,Training
MF448558,Phages,Training
MF448559,Phages,Training
MF448560,Phages,Training
MF448561,Phages,Training
MF448562,Phages,Training
MF448563,Phages,Training
MF448564,Phages,Training
MF448565,Phages,Training
MF448566,Phages,Training
MF448567,Phages,Training
MF448568,Phages,Training
MF448569,Phages,Training
MF448570,Phages,Training
MF448571,Phages,Training
MF448572,Phages,Training
MF459646,Phages,Training
MF459647,Phages,Training
MF467949,Phages,Training
MF468274,Phages,Training
MF472892,Phages,Training
MF472893,Phages,Training
MF472894,Phages,Training
MF472895,Phages,Training
MF472896,Phages,Training
MF476924,Phages,Training
MF476925,Phages,Training
MF481197,Phages,Training
MF490237,Phages,Training
MF490239,Phages,Training
MF490240,Phages,Training
MF497422,Phages,Training
MF498773,Phages,Training
MF498901,Phages,Training
MF537628,Phages,Training
MF541404,Phages,Training
MF541405,Phages,Training
MF541407,Phages,Training
MF541409,Phages,Training
MF541410,Phages,Training
MF547662,Phages,Training
